ID,Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,RUL
44,101,0.0008,-0.0003,100.0,518.67,642.93,1590.78,1422.4,14.62,21.61,552.65,2388.15,9054.9,1.3,47.73,521.18,2388.13,8132.45,8.4673,0.03,395,2388,100.0,38.77,23.2507,79
44,102,0.0006,-0.0002,100.0,518.67,643.85,1593.78,1410.36,14.62,21.61,552.81,2388.1,9056.05,1.3,47.64,521.29,2388.14,8130.88,8.4621,0.03,395,2388,100.0,38.94,23.1944,78
44,103,0.0009,-0.0001,100.0,518.67,642.67,1595.81,1405.66,14.62,21.61,552.75,2388.12,9062.58,1.3,47.65,520.91,2388.15,8131.89,8.4649,0.03,393,2388,100.0,38.88,23.2891,77
44,104,-0.0038,-0.0003,100.0,518.67,642.93,1604.5,1416.43,14.62,21.61,552.83,2388.17,9053.77,1.3,47.6,521.2,2388.15,8130.93,8.476,0.03,393,2388,100.0,38.67,23.2681,76
44,105,0.0011,0.0005,100.0,518.67,642.55,1593.71,1416.2,14.62,21.61,553.23,2388.17,9061.54,1.3,47.73,521.03,2388.16,8139.12,8.4231,0.03,393,2388,100.0,38.61,23.2669,75
44,106,-0.0021,-0.0001,100.0,518.67,642.94,1590.7,1414.38,14.62,21.61,553.01,2388.15,9048.42,1.3,47.46,521.15,2388.17,8131.07,8.4709,0.03,395,2388,100.0,38.7,23.2554,74
44,107,0.0013,0.0004,100.0,518.67,642.71,1591.04,1418.11,14.62,21.61,552.93,2388.14,9058.74,1.3,47.57,520.65,2388.15,8134.19,8.4572,0.03,393,2388,100.0,38.65,23.2149,73
44,108,-0.001,-0.0002,100.0,518.67,642.86,1594.58,1414.79,14.62,21.61,552.38,2388.13,9055.95,1.3,47.73,520.82,2388.15,8136.21,8.4306,0.03,394,2388,100.0,38.76,23.2331,72
44,109,0.0017,-0.0002,100.0,518.67,643.7,1595.48,1414.66,14.62,21.61,553.26,2388.14,9054.73,1.3,47.68,520.93,2388.15,8131.3,8.4475,0.03,392,2388,100.0,38.77,23.2643,71
44,110,0.0019,0.0004,100.0,518.67,642.96,1598.36,1411.41,14.62,21.61,552.48,2388.17,9061.07,1.3,47.73,520.77,2388.1,8134.41,8.4603,0.03,393,2388,100.0,38.54,23.1568,70
44,111,-0.0017,0.0004,100.0,518.67,642.37,1594.37,1409.96,14.62,21.61,552.82,2388.13,9052.3,1.3,47.87,521.13,2388.12,8134.47,8.4125,0.03,394,2388,100.0,38.85,23.1813,69
44,112,-0.0012,-0.0001,100.0,518.67,642.77,1596.28,1411.36,14.62,21.61,552.8,2388.13,9058.87,1.3,47.77,521.22,2388.16,8134.75,8.4717,0.03,394,2388,100.0,38.68,23.2127,68
44,113,-0.0044,-0.0004,100.0,518.67,643.28,1593.06,1413.76,14.62,21.61,553.09,2388.18,9053.61,1.3,47.79,520.97,2388.13,8126.54,8.5095,0.03,396,2388,100.0,38.79,23.192,67
44,114,-0.0007,0.0005,100.0,518.67,643.05,1581.17,1412.97,14.62,21.61,552.95,2388.23,9060.73,1.3,47.87,520.68,2388.2,8133.86,8.4612,0.03,393,2388,100.0,38.73,23.2042,66
44,115,0.001,-0.0003,100.0,518.67,643.65,1588.06,1419.68,14.62,21.61,552.89,2388.19,9050.0,1.3,47.67,521.4,2388.15,8130.75,8.471,0.03,395,2388,100.0,38.77,23.3094,65
44,116,-0.0018,-0.0002,100.0,518.67,642.73,1594.24,1414.77,14.62,21.61,552.89,2388.2,9051.86,1.3,47.57,520.83,2388.21,8130.49,8.4769,0.03,394,2388,100.0,38.8,23.3017,64
44,117,-0.0019,0.0004,100.0,518.67,643.09,1597.1,1417.32,14.62,21.61,551.74,2388.19,9049.53,1.3,47.65,520.52,2388.16,8139.06,8.5006,0.03,393,2388,100.0,38.78,23.2029,63
44,118,0.0003,0.0001,100.0,518.67,643.38,1591.65,1410.22,14.62,21.61,552.29,2388.08,9056.37,1.3,47.79,521.1,2388.16,8134.29,8.4902,0.03,395,2388,100.0,38.78,23.2335,62
44,119,0.0002,0.0,100.0,518.67,642.96,1595.96,1414.77,14.62,21.61,552.88,2388.14,9055.98,1.3,47.8,520.25,2388.07,8129.68,8.4997,0.03,395,2388,100.0,38.68,23.0868,61
44,120,0.0006,0.0001,100.0,518.67,642.87,1594.81,1412.2,14.62,21.61,552.47,2388.18,9048.0,1.3,47.75,520.85,2388.15,8135.14,8.5185,0.03,394,2388,100.0,38.67,23.2056,60
44,121,0.003,0.0004,100.0,518.67,643.21,1586.38,1412.07,14.62,21.61,552.77,2388.14,9055.77,1.3,47.79,521.05,2388.17,8131.4,8.4553,0.03,395,2388,100.0,38.7,23.3206,59
44,122,0.0011,0.0003,100.0,518.67,643.04,1591.29,1420.23,14.62,21.61,552.77,2388.19,9052.97,1.3,47.61,520.9,2388.14,8128.17,8.4524,0.03,394,2388,100.0,38.58,23.1879,58
44,123,0.0046,0.0003,100.0,518.67,643.28,1593.74,1414.38,14.62,21.61,552.72,2388.17,9057.66,1.3,47.71,520.8,2388.18,8134.26,8.4848,0.03,393,2388,100.0,38.71,23.1721,57
44,124,-0.0033,-0.0002,100.0,518.67,643.25,1593.71,1407.04,14.62,21.61,552.67,2388.23,9049.19,1.3,47.77,521.33,2388.19,8127.64,8.4895,0.03,394,2388,100.0,38.66,23.1836,56
44,125,-0.0005,0.0001,100.0,518.67,642.01,1598.78,1424.98,14.62,21.61,552.14,2388.15,9049.33,1.3,48.11,520.63,2388.19,8134.96,8.4506,0.03,394,2388,100.0,38.71,23.2065,55
44,126,-0.0029,-0.0002,100.0,518.67,643.33,1589.02,1415.81,14.62,21.61,552.44,2388.18,9043.97,1.3,47.8,521.08,2388.17,8138.43,8.4689,0.03,393,2388,100.0,38.69,23.0877,54
44,127,0.0013,0.0005,100.0,518.67,643.33,1593.75,1419.98,14.62,21.61,552.25,2388.19,9053.98,1.3,48.0,520.86,2388.15,8132.32,8.4542,0.03,393,2388,100.0,38.78,23.2364,53
44,128,-0.0003,0.0004,100.0,518.67,643.15,1601.27,1414.04,14.62,21.61,552.27,2388.22,9052.52,1.3,47.88,520.22,2388.16,8133.14,8.4945,0.03,394,2388,100.0,38.59,23.2952,52
44,129,-0.0051,-0.0003,100.0,518.67,642.67,1592.25,1422.17,14.62,21.61,551.89,2388.17,9049.3,1.3,47.66,520.81,2388.23,8131.02,8.4797,0.03,396,2388,100.0,38.56,23.1135,51
44,130,-0.0005,0.0002,100.0,518.67,642.96,1594.68,1417.7,14.62,21.61,552.16,2388.2,9051.77,1.3,47.81,520.88,2388.2,8124.04,8.4677,0.03,395,2388,100.0,38.62,23.2796,50
44,131,-0.0029,-0.0002,100.0,518.67,643.04,1598.78,1419.46,14.62,21.61,552.11,2388.13,9058.47,1.3,47.79,520.66,2388.18,8130.85,8.4637,0.03,394,2388,100.0,38.63,23.282,49
44,132,-0.0024,-0.0003,100.0,518.67,642.98,1593.36,1420.52,14.62,21.61,552.86,2388.22,9054.41,1.3,47.72,520.59,2388.2,8130.12,8.4772,0.03,395,2388,100.0,38.57,23.201,48
44,133,0.0006,0.0001,100.0,518.67,643.17,1591.02,1422.19,14.62,21.61,552.9,2388.2,9059.25,1.3,47.7,520.35,2388.15,8132.35,8.4836,0.03,395,2388,100.0,38.79,23.1093,47
44,134,-0.0004,0.0005,100.0,518.67,643.54,1600.27,1420.62,14.62,21.61,551.8,2388.15,9050.95,1.3,48.09,520.75,2388.28,8127.83,8.4713,0.03,395,2388,100.0,38.61,23.2333,46
44,135,-0.0042,-0.0004,100.0,518.67,642.97,1589.44,1418.95,14.62,21.61,551.95,2388.17,9049.65,1.3,47.85,520.43,2388.17,8131.67,8.5086,0.03,394,2388,100.0,38.57,23.1709,45
44,136,-0.002,-0.0,100.0,518.67,642.99,1597.79,1419.33,14.62,21.61,552.28,2388.19,9054.85,1.3,47.72,520.86,2388.24,8131.31,8.4581,0.03,393,2388,100.0,38.54,23.1411,44
44,137,-0.0002,-0.0004,100.0,518.67,642.99,1597.85,1416.2,14.62,21.61,552.67,2388.15,9061.69,1.3,47.91,520.83,2388.19,8129.18,8.4571,0.03,394,2388,100.0,38.93,23.2294,43
44,138,0.0002,-0.0,100.0,518.67,642.74,1595.93,1416.88,14.62,21.61,552.9,2388.18,9046.03,1.3,47.74,520.72,2388.16,8126.28,8.4937,0.03,394,2388,100.0,38.65,23.0407,42
44,139,-0.0013,0.0004,100.0,518.67,642.96,1595.06,1421.14,14.62,21.61,551.82,2388.23,9053.41,1.3,47.83,520.24,2388.2,8119.81,8.4819,0.03,394,2388,100.0,38.64,23.0554,41
44,140,0.0004,0.0003,100.0,518.67,643.57,1599.03,1422.58,14.62,21.61,552.47,2388.21,9059.45,1.3,47.87,520.83,2388.26,8131.62,8.5269,0.03,393,2388,100.0,38.73,23.1666,40
44,141,-0.0003,-0.0001,100.0,518.67,642.92,1593.47,1419.34,14.62,21.61,552.51,2388.16,9048.99,1.3,47.77,520.55,2388.21,8127.49,8.5239,0.03,396,2388,100.0,38.69,23.2445,39
44,142,0.0015,-0.0,100.0,518.67,643.25,1597.52,1413.79,14.62,21.61,551.47,2388.19,9051.91,1.3,47.89,520.42,2388.18,8133.11,8.497,0.03,394,2388,100.0,38.52,23.1769,38
44,143,-0.001,0.0005,100.0,518.67,642.68,1601.77,1420.57,14.62,21.61,552.7,2388.17,9051.07,1.3,47.89,520.52,2388.25,8130.36,8.4986,0.03,395,2388,100.0,38.45,23.1862,37
44,144,-0.0048,-0.0001,100.0,518.67,643.71,1598.1,1426.12,14.62,21.61,552.1,2388.17,9055.06,1.3,47.87,519.93,2388.21,8120.62,8.5232,0.03,393,2388,100.0,38.78,23.2036,36
44,145,-0.0012,0.0003,100.0,518.67,642.86,1590.29,1419.77,14.62,21.61,552.31,2388.19,9046.47,1.3,47.98,520.53,2388.2,8131.47,8.4776,0.03,393,2388,100.0,38.57,23.2468,35
44,146,-0.0036,0.0003,100.0,518.67,643.38,1601.2,1417.07,14.62,21.61,551.94,2388.23,9055.46,1.3,48.13,519.98,2388.22,8125.47,8.5007,0.03,394,2388,100.0,38.53,23.2237,34
44,147,0.0019,-0.0003,100.0,518.67,643.4,1595.1,1421.66,14.62,21.61,552.29,2388.21,9048.21,1.3,47.75,520.28,2388.21,8126.75,8.483,0.03,394,2388,100.0,38.51,23.1073,33
44,148,0.0036,-0.0001,100.0,518.67,643.29,1598.2,1420.68,14.62,21.61,552.06,2388.18,9054.65,1.3,47.89,520.29,2388.18,8128.85,8.5043,0.03,396,2388,100.0,38.56,23.1788,32
44,149,0.0008,0.0004,100.0,518.67,643.41,1594.27,1413.11,14.62,21.61,551.46,2388.17,9051.89,1.3,47.97,519.96,2388.28,8127.33,8.4514,0.03,395,2388,100.0,38.63,23.0099,31
44,150,-0.0007,0.0002,100.0,518.67,643.24,1594.38,1423.18,14.62,21.61,552.16,2388.23,9045.53,1.3,47.82,520.03,2388.24,8131.85,8.5129,0.03,396,2388,100.0,38.57,23.0854,30
44,151,-0.0007,0.0003,100.0,518.67,642.42,1601.53,1423.96,14.62,21.61,551.85,2388.21,9054.08,1.3,48.01,520.57,2388.21,8125.86,8.4987,0.03,394,2388,100.0,38.76,23.1712,29
44,152,-0.0014,-0.0004,100.0,518.67,643.58,1601.39,1427.07,14.62,21.61,551.97,2388.23,9053.42,1.3,47.96,520.09,2388.24,8129.44,8.4876,0.03,396,2388,100.0,38.6,23.1646,28
44,153,0.0037,0.0001,100.0,518.67,643.39,1599.12,1420.89,14.62,21.61,551.91,2388.22,9048.54,1.3,47.89,520.51,2388.24,8127.62,8.5229,0.03,394,2388,100.0,38.59,23.1943,27
44,154,-0.0003,-0.0002,100.0,518.67,643.32,1593.38,1425.5,14.62,21.61,552.21,2388.21,9057.61,1.3,47.73,520.83,2388.18,8123.02,8.4852,0.03,395,2388,100.0,38.59,23.1851,26
44,155,-0.0006,0.0,100.0,518.67,643.54,1595.27,1424.82,14.62,21.61,552.67,2388.27,9052.01,1.3,48.07,519.34,2388.18,8126.36,8.5147,0.03,395,2388,100.0,38.47,23.1724,25
44,156,0.0035,0.0006,100.0,518.67,642.89,1596.92,1421.42,14.62,21.61,552.3,2388.27,9056.04,1.3,47.82,520.47,2388.2,8126.75,8.5024,0.03,395,2388,100.0,38.74,23.0842,24
44,157,-0.0018,0.0006,100.0,518.67,643.54,1593.69,1429.86,14.62,21.61,552.34,2388.26,9055.34,1.3,48.05,520.71,2388.19,8128.4,8.4854,0.03,395,2388,100.0,38.57,23.1325,23
44,158,0.0048,0.0003,100.0,518.67,643.41,1588.2,1424.63,14.62,21.61,552.42,2388.25,9049.26,1.3,48.0,520.06,2388.22,8126.83,8.4883,0.03,395,2388,100.0,38.63,23.0721,22
44,159,-0.0014,-0.0002,100.0,518.67,642.81,1603.11,1426.74,14.62,21.61,552.38,2388.24,9047.9,1.3,47.93,520.37,2388.28,8129.72,8.4808,0.03,395,2388,100.0,38.58,23.1164,21
44,160,-0.0015,0.0002,100.0,518.67,643.47,1595.84,1425.06,14.62,21.61,551.38,2388.25,9055.33,1.3,48.12,520.43,2388.29,8125.51,8.5032,0.03,396,2388,100.0,38.72,23.1524,20
44,161,0.0005,0.0005,100.0,518.67,643.41,1598.99,1421.32,14.62,21.61,550.84,2388.24,9048.13,1.3,47.93,520.57,2388.23,8124.17,8.4869,0.03,396,2388,100.0,38.54,23.1723,19
44,162,-0.0003,-0.0003,100.0,518.67,643.35,1591.58,1424.75,14.62,21.61,551.51,2388.2,9045.56,1.3,48.03,519.34,2388.24,8125.83,8.5165,0.03,395,2388,100.0,38.39,23.1192,18
44,163,0.0006,0.0,100.0,518.67,643.21,1598.22,1424.06,14.62,21.61,551.7,2388.24,9050.96,1.3,48.04,520.02,2388.19,8127.53,8.5108,0.03,395,2388,100.0,38.66,23.1588,17
44,164,-0.0013,0.0005,100.0,518.67,643.07,1602.11,1425.51,14.62,21.61,552.11,2388.23,9048.35,1.3,47.93,520.04,2388.26,8117.72,8.4938,0.03,396,2388,100.0,38.43,23.1385,16
44,165,-0.002,0.0004,100.0,518.67,643.68,1598.32,1424.53,14.62,21.61,552.45,2388.19,9051.5,1.3,48.2,520.24,2388.25,8121.49,8.5108,0.03,395,2388,100.0,38.44,23.0478,15
44,166,0.0001,0.0003,100.0,518.67,643.21,1593.09,1428.84,14.62,21.61,551.84,2388.2,9049.87,1.3,47.99,519.33,2388.2,8124.07,8.491,0.03,395,2388,100.0,38.66,23.1427,14
44,167,-0.0004,0.0002,100.0,518.67,644.01,1599.39,1427.39,14.62,21.61,552.23,2388.24,9047.86,1.3,48.02,519.93,2388.26,8126.77,8.4651,0.03,395,2388,100.0,38.49,23.0751,13
44,168,0.0011,0.0002,100.0,518.67,643.97,1595.22,1433.35,14.62,21.61,551.42,2388.29,9048.68,1.3,48.08,520.12,2388.27,8128.76,8.4964,0.03,395,2388,100.0,38.65,23.1295,12
44,169,-0.0025,0.0001,100.0,518.67,643.35,1603.94,1419.29,14.62,21.61,551.0,2388.27,9047.09,1.3,48.08,520.17,2388.26,8124.06,8.4903,0.03,396,2388,100.0,38.47,23.1492,11
44,170,0.0021,0.0003,100.0,518.67,643.7,1597.49,1430.44,14.62,21.61,551.99,2388.29,9050.33,1.3,47.96,520.2,2388.24,8117.83,8.4949,0.03,396,2388,100.0,38.49,23.0272,10
44,171,-0.0019,0.0004,100.0,518.67,643.74,1597.59,1432.84,14.62,21.61,551.66,2388.25,9048.53,1.3,48.05,519.96,2388.24,8120.92,8.516,0.03,396,2388,100.0,38.62,23.1159,9
44,172,-0.001,-0.0003,100.0,518.67,644.09,1605.55,1430.49,14.62,21.61,551.57,2388.22,9047.42,1.3,48.15,519.73,2388.3,8118.83,8.5053,0.03,395,2388,100.0,38.49,22.9865,8
44,173,-0.0001,-0.0004,100.0,518.67,643.17,1605.28,1426.94,14.62,21.61,552.11,2388.22,9048.35,1.3,48.1,519.58,2388.34,8124.05,8.4933,0.03,395,2388,100.0,38.5,23.1392,7
44,174,-0.0011,0.0006,100.0,518.67,643.23,1604.36,1437.76,14.62,21.61,551.95,2388.34,9053.54,1.3,48.13,519.84,2388.3,8122.4,8.5539,0.03,397,2388,100.0,38.33,23.1011,6
44,175,-0.0005,-0.0004,100.0,518.67,643.69,1599.09,1424.88,14.62,21.61,552.03,2388.32,9041.87,1.3,48.33,519.48,2388.24,8119.82,8.4817,0.03,396,2388,100.0,38.51,23.231,5
44,176,0.0026,-0.0002,100.0,518.67,643.24,1597.17,1424.12,14.62,21.61,551.55,2388.28,9048.47,1.3,48.17,519.58,2388.29,8122.6,8.4783,0.03,396,2388,100.0,38.51,23.137,4
44,177,-0.0029,-0.0002,100.0,518.67,643.32,1600.04,1423.58,14.62,21.61,551.4,2388.27,9044.85,1.3,48.24,519.7,2388.26,8121.82,8.5134,0.03,395,2388,100.0,38.4,23.1105,3
44,178,-0.0005,-0.0,100.0,518.67,643.52,1595.04,1426.85,14.62,21.61,551.01,2388.27,9044.93,1.3,48.16,519.75,2388.27,8125.73,8.4966,0.03,395,2388,100.0,38.35,23.0266,2
44,179,0.003,-0.0002,100.0,518.67,643.85,1597.98,1431.21,14.62,21.61,551.47,2388.29,9049.01,1.3,48.21,519.35,2388.34,8116.8,8.5125,0.03,396,2388,100.0,38.3,23.0499,1
44,180,-0.0026,-0.0002,100.0,518.67,644.17,1597.74,1427.31,14.62,21.61,550.38,2388.35,9044.88,1.3,48.18,519.73,2388.34,8116.38,8.5156,0.03,396,2388,100.0,38.54,23.0523,0
45,1,-0.0032,-0.0001,100.0,518.67,642.0,1587.7,1393.24,14.62,21.58,552.25,2387.91,9049.26,1.3,47.0,520.63,2387.97,8128.67,8.4236,0.03,392,2388,100.0,39.01,23.3605,204
45,2,0.0024,0.0002,100.0,518.67,641.59,1575.66,1385.84,14.62,21.59,553.01,2387.89,9056.26,1.3,46.98,520.92,2387.95,8134.04,8.3877,0.03,390,2388,100.0,38.87,23.4168,203
45,3,-0.0032,0.0003,100.0,518.67,642.42,1575.75,1393.83,14.62,21.58,553.72,2387.94,9044.68,1.3,47.15,521.39,2387.95,8132.77,8.3927,0.03,390,2388,100.0,38.74,23.419,202
45,4,-0.0024,-0.0002,100.0,518.67,642.08,1580.98,1390.16,14.62,21.58,553.31,2387.88,9041.54,1.3,47.06,521.06,2387.98,8133.97,8.4127,0.03,391,2388,100.0,38.87,23.3903,201
45,5,-0.0017,-0.0004,100.0,518.67,641.93,1579.08,1391.43,14.62,21.59,552.62,2387.93,9051.18,1.3,46.98,521.29,2387.97,8135.24,8.351,0.03,389,2388,100.0,38.85,23.3844,200
45,6,0.0029,-0.0004,100.0,518.67,642.1,1576.97,1398.36,14.62,21.58,553.27,2387.91,9045.79,1.3,47.21,521.57,2387.9,8132.71,8.3662,0.03,391,2388,100.0,38.86,23.3381,199
45,7,0.005,-0.0001,100.0,518.67,641.6,1586.06,1390.24,14.62,21.58,553.25,2387.99,9053.02,1.3,47.13,521.11,2387.99,8137.0,8.3677,0.03,390,2388,100.0,39.02,23.5133,198
45,8,-0.0015,-0.0,100.0,518.67,641.54,1584.91,1388.89,14.62,21.59,553.26,2387.89,9048.7,1.3,47.1,521.09,2387.91,8131.94,8.3876,0.03,391,2388,100.0,39.0,23.328,197
45,9,0.0027,0.0005,100.0,518.67,642.83,1585.88,1394.94,14.62,21.59,553.2,2387.93,9053.18,1.3,47.09,520.93,2387.94,8134.68,8.4168,0.03,390,2388,100.0,38.94,23.4393,196
45,10,-0.003,-0.0003,100.0,518.67,641.65,1584.24,1393.66,14.62,21.59,554.07,2387.97,9042.27,1.3,47.03,521.43,2387.96,8136.12,8.4015,0.03,390,2388,100.0,38.82,23.377,195
45,11,-0.0002,-0.0003,100.0,518.67,642.13,1570.76,1393.88,14.62,21.58,552.73,2388.01,9049.35,1.3,47.19,520.71,2387.95,8127.87,8.3914,0.03,391,2388,100.0,39.03,23.4427,194
45,12,-0.0001,-0.0004,100.0,518.67,642.34,1580.7,1393.11,14.62,21.58,552.78,2388.0,9051.51,1.3,47.12,521.35,2387.92,8136.3,8.4069,0.03,391,2388,100.0,38.95,23.3674,193
45,13,0.0012,0.0002,100.0,518.67,641.71,1584.47,1389.12,14.62,21.58,552.28,2387.91,9047.66,1.3,47.09,520.5,2387.98,8132.05,8.3705,0.03,390,2388,100.0,39.0,23.467,192
45,14,-0.0015,0.0003,100.0,518.67,642.02,1581.58,1392.82,14.62,21.59,553.28,2387.99,9046.74,1.3,47.22,521.16,2387.97,8131.39,8.3684,0.03,391,2388,100.0,38.88,23.3814,191
45,15,0.0026,-0.0004,100.0,518.67,641.84,1577.0,1396.2,14.62,21.58,552.88,2387.91,9050.24,1.3,47.1,520.89,2387.95,8136.37,8.4072,0.03,391,2388,100.0,38.96,23.452,190
45,16,-0.0023,-0.0002,100.0,518.67,642.21,1580.96,1398.47,14.62,21.59,553.56,2387.9,9043.81,1.3,47.1,521.53,2387.94,8130.79,8.3715,0.03,392,2388,100.0,39.12,23.5116,189
45,17,0.002,-0.0003,100.0,518.67,641.63,1585.2,1399.5,14.62,21.58,553.43,2387.95,9042.68,1.3,47.09,521.62,2387.97,8130.55,8.3734,0.03,391,2388,100.0,38.96,23.4142,188
45,18,0.0012,0.0,100.0,518.67,641.42,1576.85,1386.37,14.62,21.58,553.12,2387.88,9046.8,1.3,47.16,521.18,2387.95,8135.62,8.433,0.03,390,2388,100.0,39.01,23.3892,187
45,19,0.0004,0.0005,100.0,518.67,641.55,1583.21,1389.75,14.62,21.58,552.97,2387.96,9042.17,1.3,47.09,520.78,2387.91,8131.26,8.3959,0.03,393,2388,100.0,38.94,23.3234,186
45,20,-0.0012,-0.0003,100.0,518.67,642.1,1587.36,1393.95,14.62,21.58,552.85,2387.95,9051.93,1.3,47.14,520.95,2387.9,8137.7,8.4013,0.03,390,2388,100.0,39.09,23.4646,185
45,21,0.0007,0.0001,100.0,518.67,641.86,1576.69,1391.09,14.62,21.59,553.47,2387.93,9041.36,1.3,47.03,520.68,2387.96,8134.45,8.412,0.03,391,2388,100.0,39.05,23.4448,184
45,22,0.0029,-0.0004,100.0,518.67,642.55,1581.7,1392.1,14.62,21.59,553.43,2387.92,9048.91,1.3,47.07,521.23,2387.99,8136.37,8.3944,0.03,392,2388,100.0,39.19,23.4981,183
45,23,0.0002,-0.0001,100.0,518.67,642.02,1579.23,1389.67,14.62,21.58,552.58,2387.92,9042.36,1.3,46.96,520.53,2387.95,8125.58,8.3928,0.03,390,2388,100.0,39.06,23.4359,182
45,24,0.0009,0.0003,100.0,518.67,641.48,1579.84,1389.09,14.62,21.58,553.48,2387.94,9043.5,1.3,47.17,521.37,2387.98,8130.65,8.4183,0.03,389,2388,100.0,38.97,23.3866,181
45,25,-0.0019,-0.0,100.0,518.67,641.99,1580.11,1392.89,14.62,21.59,553.2,2387.95,9049.82,1.3,47.04,521.21,2387.97,8128.82,8.3637,0.03,392,2388,100.0,38.92,23.3839,180
45,26,-0.0009,0.0001,100.0,518.67,641.71,1580.36,1393.6,14.62,21.58,553.48,2387.92,9048.11,1.3,47.19,521.4,2387.93,8133.06,8.4073,0.03,392,2388,100.0,39.02,23.3985,179
45,27,-0.0,-0.0,100.0,518.67,641.94,1582.45,1393.17,14.62,21.58,552.95,2387.92,9045.95,1.3,47.08,521.37,2387.95,8126.57,8.4237,0.03,390,2388,100.0,38.93,23.4663,178
45,28,-0.0001,-0.0003,100.0,518.67,642.18,1588.46,1396.78,14.62,21.58,553.16,2387.95,9048.15,1.3,47.1,521.72,2387.96,8131.5,8.4121,0.03,392,2388,100.0,39.09,23.378,177
45,29,-0.0047,-0.0002,100.0,518.67,641.89,1579.98,1396.01,14.62,21.59,552.8,2387.9,9046.94,1.3,47.06,521.73,2387.97,8131.68,8.3913,0.03,390,2388,100.0,39.04,23.4065,176
45,30,0.0002,0.0004,100.0,518.67,641.86,1585.73,1395.94,14.62,21.59,553.32,2387.92,9050.48,1.3,47.14,520.86,2387.94,8132.48,8.4103,0.03,389,2388,100.0,38.96,23.3992,175
45,31,0.0033,0.0004,100.0,518.67,641.56,1579.39,1391.69,14.62,21.58,553.21,2387.91,9055.57,1.3,47.01,520.93,2387.95,8127.88,8.39,0.03,390,2388,100.0,38.98,23.2771,174
45,32,0.0004,0.0002,100.0,518.67,641.98,1582.3,1394.62,14.62,21.58,553.28,2387.97,9043.86,1.3,47.08,520.76,2387.98,8135.38,8.4165,0.03,389,2388,100.0,39.01,23.4002,173
45,33,0.0013,-0.0004,100.0,518.67,642.33,1584.07,1393.95,14.62,21.59,554.1,2387.94,9044.84,1.3,47.16,521.28,2387.94,8128.02,8.4241,0.03,390,2388,100.0,39.05,23.2973,172
45,34,0.0024,-0.0004,100.0,518.67,642.23,1581.28,1389.07,14.62,21.58,552.79,2387.95,9042.13,1.3,47.05,521.52,2387.95,8132.23,8.4104,0.03,391,2388,100.0,39.2,23.4051,171
45,35,-0.0001,0.0001,100.0,518.67,642.19,1577.56,1403.67,14.62,21.58,553.4,2387.95,9041.03,1.3,47.02,520.88,2387.97,8131.12,8.3898,0.03,391,2388,100.0,38.9,23.3413,170
45,36,0.0006,0.0003,100.0,518.67,641.87,1589.4,1392.24,14.62,21.58,553.4,2387.91,9048.14,1.3,46.99,521.02,2387.92,8133.49,8.3788,0.03,390,2388,100.0,38.85,23.3941,169
45,37,0.0015,0.0001,100.0,518.67,641.64,1590.99,1391.51,14.62,21.58,552.64,2387.96,9042.29,1.3,47.15,520.9,2387.92,8134.48,8.4203,0.03,390,2388,100.0,39.04,23.4624,168
45,38,0.0008,-0.0001,100.0,518.67,641.97,1576.38,1395.0,14.62,21.59,553.53,2387.97,9046.91,1.3,46.98,521.07,2387.98,8131.01,8.4131,0.03,390,2388,100.0,39.17,23.3437,167
45,39,0.0017,-0.0003,100.0,518.67,642.36,1583.14,1391.48,14.62,21.58,553.27,2387.98,9050.59,1.3,46.98,520.95,2387.91,8126.63,8.3776,0.03,389,2388,100.0,39.1,23.3189,166
45,40,0.0017,0.0001,100.0,518.67,642.03,1580.19,1395.74,14.62,21.58,553.69,2387.99,9049.99,1.3,47.06,521.88,2387.97,8137.68,8.3987,0.03,391,2388,100.0,39.06,23.4143,165
45,41,0.0016,-0.0002,100.0,518.67,641.76,1583.77,1393.44,14.62,21.58,553.7,2387.96,9048.17,1.3,47.0,520.61,2387.96,8135.16,8.3663,0.03,392,2388,100.0,38.86,23.3455,164
45,42,-0.0027,0.0004,100.0,518.67,642.01,1580.14,1387.85,14.62,21.58,553.25,2387.9,9049.24,1.3,47.02,520.71,2387.95,8139.34,8.4007,0.03,392,2388,100.0,39.08,23.3309,163
45,43,-0.0002,0.0002,100.0,518.67,642.37,1572.88,1395.46,14.62,21.58,551.64,2387.95,9048.34,1.3,47.07,521.16,2387.97,8127.32,8.388,0.03,391,2388,100.0,38.97,23.4086,162
45,44,0.0018,0.0003,100.0,518.67,642.24,1586.92,1391.77,14.62,21.59,553.64,2387.92,9038.55,1.3,47.11,521.47,2387.92,8129.89,8.3784,0.03,391,2388,100.0,38.92,23.3596,161
45,45,0.003,0.0002,100.0,518.67,642.21,1579.13,1394.21,14.62,21.58,553.43,2387.97,9043.63,1.3,47.07,521.08,2388.0,8127.56,8.4036,0.03,392,2388,100.0,38.82,23.5108,160
