,Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
3410,3200000,610,Naigaon East,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3411,2500000,560,Naigaon East,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3412,2000000,510,Naigaon East,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3413,18100000,1153,Thane West,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3414,3200000,615,Naigaon East,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1
3415,3200000,615,Naigaon East,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1
3416,10900000,700,Thane West,2,1,1,1,0,0,0,1,1,1,1,1,0,0,1
3417,8700000,585,Goregaon West,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
3418,14500000,900,Goregaon East,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3419,65000000,2664,Goregaon West,3,0,1,1,1,0,1,1,1,0,1,1,1,1,1
3420,11000000,600,Goregaon West,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3421,9500000,510,Goregaon West,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3422,12600000,885,Goregaon West,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3423,11000000,592,Borivali West,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3424,2300000,450,Kanjurmarg East,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0
3425,2100000,425,Kurla West,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3426,2300000,425,Bandra East,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
3427,2600000,570,Vashi,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3428,6900000,700,Kharghar,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1
3429,2150000,425,Kurla West,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
3430,2100000,410,Kurla West,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
3431,7000000,720,Kharghar,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3432,7400000,950,Kharghar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3433,9300000,1100,Kharghar,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3434,6000000,700,Kharghar,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3435,5000000,650,Kharghar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3436,9500000,1120,Kharghar,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3437,23500000,1500,Malad West,3,0,1,1,0,0,0,1,0,1,0,0,0,0,1
3438,10000000,1125,Kharghar,2,0,1,1,0,0,0,1,0,1,0,0,0,0,1
3439,5200000,650,Kharghar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3440,5900000,725,Kalamboli,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3441,13500000,931,Thane West,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1
3442,11200000,676,Thane West,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1
3443,14800000,880,Thane West,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
3444,13600000,1140,Thane West,3,1,1,1,0,0,0,1,1,1,0,0,0,1,1
3445,15000000,1170,Malad West,2,0,1,1,1,0,1,1,1,1,1,0,0,0,1
3446,9500000,660,Mulund West,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
3447,21500000,1264,Bhandup West,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0
3448,6998999,550,Chembur,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3449,6500000,700,Kharghar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3450,6500000,700,Kharghar,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3451,6500000,650,Kharghar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3452,6500000,650,Kharghar,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1
3453,6500000,711,Kharghar,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3454,11500000,1270,Kharghar,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3455,8000000,1050,Ulwe,2,0,1,1,0,0,1,1,1,1,0,0,1,1,1
3456,15000000,1200,Kharghar,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3457,8000000,1100,Ulwe,2,0,1,1,0,0,1,1,1,1,0,0,0,1,1
3458,8500000,1120,Kharghar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3459,8500000,1120,Kharghar,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3460,6500000,950,Kharghar,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3461,34500000,2465,Kandivali East,3,0,1,1,1,0,1,1,1,1,0,0,1,1,1
3462,17000000,1450,Kharghar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3463,17000000,1450,Kharghar,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3464,5500000,675,Kharghar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3465,5500000,675,Kharghar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3466,8499000,1050,Kharghar,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1
3467,8500000,1100,Kharghar,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3468,51500000,2095,Kandivali East,5,1,1,1,1,0,1,1,1,1,0,1,0,1,1
3469,10000000,1100,Kharghar,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3470,15500000,850,Kandivali East,2,0,1,1,0,0,0,1,1,1,1,0,0,1,1
3471,36600000,1625,Thane West,4,1,1,1,1,0,1,1,1,1,0,0,0,1,1
3472,25500000,1750,Kandivali East,3,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3473,27000000,1750,Kandivali East,3,0,1,1,1,0,1,1,1,1,0,0,1,1,1
3474,27900000,1245,Thane West,3,1,1,1,1,0,1,1,1,1,0,0,0,1,1
3475,25000000,1750,Kandivali East,3,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3476,3500000,1250,Naigaon East,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
3477,2000000,1252,Naigaon East,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0
3478,2300000,510,Naigaon East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3479,2300000,510,Naigaon East,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3480,16299999,1090,Kandivali East,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3481,12500000,800,Kandivali East,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3482,21500000,1200,Kandivali East,3,0,1,1,0,0,0,1,0,0,1,0,0,1,1
3483,15200000,739,Thane West,2,1,1,1,1,0,1,1,1,1,0,0,0,1,1
3484,9500000,1200,Kharghar,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3485,5500000,650,Ulwe,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3486,4200000,720,Ulwe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3487,4200000,675,Kharghar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3488,6900000,1060,Kalyan East,2,0,1,1,1,0,1,1,1,1,0,1,0,1,1
3489,21000000,1075,Kandivali East,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3490,6990000,450,Chembur,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3491,15400000,711,Thane West,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3492,19200000,863,Thane West,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3493,21500000,1012,Thane West,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3494,16000000,731,Thane West,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3495,20200000,969,Thane West,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3496,21400000,990,Thane West,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3497,16500000,662,Chembur,2,1,1,1,0,0,0,1,1,1,1,0,1,1,1
3498,24000000,1452,Mulund West,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0
3499,10700000,660,Mulund West,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
3500,8500000,685,Malad West,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
3501,8200000,685,Malad West,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
3502,17500000,1600,Kharghar,3,0,1,1,0,0,0,1,0,1,0,0,0,0,1
3503,2700000,400,Taloja,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1
3504,12900000,1860,Thane West,3,1,1,1,1,0,1,1,1,1,0,1,0,1,1
3505,5900000,632,Thane West,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
3506,8000000,976,Thane West,2,1,1,1,1,0,1,1,1,1,0,1,0,1,1
3507,47000000,1500,Worli,3,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3508,37500000,1200,Worli,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3509,3747999,833,Palghar,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1
3510,40000000,790,Juhu,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0
3511,4351000,967,Palghar,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0
3512,14800000,800,Wadala East,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3513,18000000,850,Wadala,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3514,6500000,400,Thane West,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
3515,10900000,876,Thane West,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
3516,11000000,535,Jogeshwari West,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3517,14000000,1137,Thane West,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
3518,5500000,900,Taloja,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3519,5700000,486,Thane West,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
3520,6900000,1130,Kalyan West,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0
3521,4600000,650,Kalamboli,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3522,25000000,1600,Goregaon West,3,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3523,20000000,1250,Goregaon West,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3524,11000000,1000,Thane West,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3525,14800000,1300,Thane West,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3526,9900000,784,Thane West,2,1,1,1,1,0,0,1,1,1,1,1,0,0,1
3527,13500000,1146,Thane West,3,1,1,1,1,0,0,1,1,1,1,1,0,0,1
3528,9000000,550,Chembur,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
3529,6900000,446,Borivali West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,6900000,446,Borivali West,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3531,2200000,525,Nala Sopara,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0
3532,4140000,920,Dombivali East,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3533,4500000,920,Dombivali East,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3534,4600000,920,Dombivali East,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3535,5500000,800,Kalyan West,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3536,5500000,1080,Kalyan West,2,0,1,1,0,1,1,1,1,1,1,1,0,0,0
3537,4200000,655,Kalyan West,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0
3538,4000000,550,Anjurdive,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
3539,13899999,900,Thane West,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3540,8000000,2000,Vitthalwadi,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3541,3000000,450,Taloja,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3542,4000000,600,Bhiwandi,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
3543,4500000,610,Kamothe,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
3544,25000000,1250,Andheri West,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1
3545,51500000,1640,Andheri West,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3546,6350000,730,Mira Road,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0
3547,11800000,984,Thane West,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3548,3000000,575,Nala Sopara,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3549,17200000,750,Chembur,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3550,110000000,1850,Juhu,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3551,4850000,900,Ambernath East,2,0,1,1,0,0,0,1,1,1,1,0,0,1,1
3552,13899999,992,Dahisar,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1
3553,8400000,1020,Thane West,2,1,1,1,0,0,0,1,1,1,1,0,0,0,1
3554,26500000,1450,Powai,3,0,1,1,1,0,0,1,1,1,0,0,1,0,1
3555,3500000,300,Andheri East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3556,3500000,300,Jogeshwari East,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3557,5500000,400,Mulund East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3558,29400000,1984,Dahisar,4,1,1,1,1,0,1,1,1,1,1,0,0,1,1
3559,16500000,1249,Thane West,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3560,11900000,1461,Thane West,3,1,1,1,0,0,0,1,1,1,1,0,0,0,1
3561,12300000,1044,Thane West,3,1,1,1,0,0,1,1,1,1,1,1,0,1,1
3562,26900000,1505,Powai,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1
3563,16800000,975,Powai,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1
3564,17500000,978,Powai,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1
3565,16900000,700,Ghatkopar West,2,1,1,1,1,0,1,1,1,1,0,1,0,1,1
3566,11900000,500,Kanjurmarg East,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3567,11000000,625,Borivali West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3568,11100000,1205,Seawoods,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3569,9100000,1185,Mira Road East,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0
3570,11500000,1390,Mira Road East,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1
3571,43000000,1820,Jogeshwari East,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1
3572,38000000,1690,Goregaon East,2,0,1,1,1,0,0,1,1,1,1,0,0,1,1
3573,28500000,1200,Goregaon East,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1
3574,31000000,1200,Goregaon East,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
3575,41500000,1820,Goregaon East,3,0,1,1,1,0,0,1,1,1,1,0,0,1,1
3576,16500000,1150,Powai,2,0,1,0,1,0,1,1,1,1,1,1,0,1,1
3577,16500000,1150,Powai,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1
3578,15500000,985,Mulund East,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0
3579,6000000,350,Mulund East,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3580,9200000,558,Mulund East,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
3581,7000000,345,Mulund East,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3582,12500000,800,Borivali West,2,0,1,1,1,0,1,1,1,1,1,0,0,0,1
3583,8000000,500,Borivali West,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3584,6200000,425,Borivali West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3585,14200000,900,Borivali West,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0
3586,12500000,900,Goregaon East,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3587,12200000,1150,Kandivali East,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3588,16200000,975,Borivali West,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3589,9100000,585,Borivali West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3590,5100000,400,Borivali West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3591,10000000,575,Borivali West,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
3592,9800000,610,Borivali West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3593,8750000,540,Borivali West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3594,7800000,600,Borivali East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3595,7400000,600,Borivali West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3596,10000000,590,Borivali West,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3597,13500000,800,Borivali West,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3598,9500000,650,Borivali West,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3599,14000000,1050,Kandivali West,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3600,18500000,1950,Borivali West,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3601,16800000,1050,Borivali West,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3602,25000000,1600,Borivali West,3,0,1,1,0,0,0,1,0,1,0,0,1,0,0
3603,14500000,1150,Kandivali East,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3604,10000000,650,Borivali West,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3605,14000000,800,Borivali West,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3606,13500000,850,Borivali West,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3607,14000000,750,Borivali West,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3608,7700000,590,Borivali West,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3609,10000000,600,Borivali East,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
3610,9000000,610,Borivali West,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3611,22500000,1300,Borivali West,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1
3612,14500000,950,Kandivali West,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0
3613,6800000,900,Kalyan West,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3614,7000000,1135,Taloja,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3615,4500000,738,Taloja,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3616,3000000,830,Titwala,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3617,3000000,830,Titwala,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3618,4300000,657,Kalyan West,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0
3619,14000000,1020,Belapur,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3620,3700000,750,Boisar,2,1,1,1,0,0,0,1,1,0,1,1,0,1,1
3621,15500000,850,Dahisar,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0
3622,20000000,1500,Kandivali West,3,0,1,1,1,0,1,1,1,1,1,1,1,1,0
3623,5500000,650,Mira Road East,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0
3624,8000000,800,Mira Road East,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0
3625,24000000,2400,Sanpada,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3626,19500000,1600,Belapur,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3627,8000000,350,Santacruz East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3628,7500000,950,Mira Road East,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1
3629,8600000,1060,Mira Road East,2,1,1,1,0,0,0,1,1,1,0,1,0,1,1
3630,14000000,960,Borivali West,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3631,3425000,845,Titwala,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3632,2500000,600,Kalyan West,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
3633,4300000,810,Boisar,3,1,1,1,0,0,0,1,1,0,1,0,0,0,1
3634,22500000,1100,Borivali West,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3635,9620000,1090,Thane West,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3636,9100000,1082,Mira Road East,2,1,1,1,0,0,0,1,1,0,0,1,1,1,1
3637,10800000,1050,Thane West,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3638,2000000,390,Bhoiwada Kalyan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3639,5000000,685,Dahisar,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
3640,11000000,1096,Thane West,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3641,8420000,960,Thane West,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3642,4100000,640,Kalyan West,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
3643,16000000,810,Powai,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1
3644,60000000,2365,Powai,4,0,1,1,1,0,1,1,1,1,1,1,1,1,1
3645,9500000,1050,Mira Road East,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3646,8400000,1002,Thane West,2,1,1,1,0,0,0,1,1,1,1,0,0,0,1
3647,88699999,2500,Goregaon East,4,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3648,2200000,589,Palghar,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1
3649,4517000,500,Dombivali East,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3650,18800000,772,Ville Parle East,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0
3651,15500000,1300,Belapur,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3652,16200000,1100,Powai,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1
3653,19000000,1291,Seawoods,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3654,11500000,1000,Belapur,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1
3655,2210000,580,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3656,6000000,650,Mira Road East,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3657,2684000,650,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3658,9200000,945,Bhayandar East,2,0,1,1,1,0,1,0,0,1,0,0,1,1,1
3659,12900000,1125,Malad West,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0
3660,9520000,1140,Thane West,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3661,10000000,1300,Kalyan West,3,0,1,1,0,0,0,1,1,1,0,0,0,0,0
3662,12000000,1340,Kalyan West,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3663,9620000,1160,Thane West,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3664,2669000,639,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3665,2779000,675,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3666,11200000,1060,Thane West,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3667,6299000,759,Kalyan West,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3668,4200000,685,Kalyan West,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3669,5500000,1397,Kalyan West,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0
3670,9900000,1020,Thane West,3,1,1,1,0,0,0,1,1,1,1,0,0,0,1
3671,40000000,893,Worli,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3672,16500000,1000,Powai,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1
3673,14900000,1050,Malad West,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3674,75100000,2100,Goregaon East,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3675,26800000,1502,Powai,3,0,1,1,1,0,0,1,1,1,0,0,1,0,1
3676,27000000,1502,Powai,3,0,1,1,1,1,1,1,1,1,1,0,1,0,1
3677,2600000,375,Dombivli (West),1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
3678,5850000,625,Thane West,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
3679,30000000,2110,Seawoods,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3680,2378000,575,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3681,2283000,550,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3682,2435000,590,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3683,16299999,1145,Malad West,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1
3684,11100000,1160,Thane West,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3685,5577000,715,Bhayandar East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3686,7800000,785,Mira Road East,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3687,3329999,820,Titwala,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3688,70000000,2500,Seawoods,4,0,1,1,1,1,1,1,1,1,1,0,1,1,1
3689,49500000,1092,Worli,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1
3690,17500000,3200,Panvel,5,0,1,1,0,0,0,1,1,1,0,0,1,0,1
3691,2585000,618,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3692,2574000,615,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3693,2551000,609,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3694,16800000,1100,Seawoods,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3695,5500000,620,Mira Road East,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3696,4095000,710,Dombivali,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3697,27000000,2200,Belapur,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3698,9000000,925,Mira Road East,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3699,14000000,1500,Thane West,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1
3700,8500000,901,Mira Road East,2,0,1,1,1,0,1,0,1,0,0,0,0,1,1
3701,4600000,675,Bhayandar East,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3702,2500000,550,Boisar,2,1,1,1,0,0,0,1,1,0,1,1,0,1,1
3703,23500000,1090,Malad West,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3704,7500000,600,Borivali West,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3705,5300000,695,Kalyan West,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3706,7500000,970,Kalyan West,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3707,7300000,970,Kalyan West,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3708,2599000,600,Dombivali East,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3709,2500000,560,Dombivali East,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3710,2582000,670,Titwala,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
3711,8500000,810,Mira Road East,2,0,1,1,1,0,1,0,1,0,0,0,0,1,1
3712,24000000,955,Wadala East,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1
3713,6200000,550,Mulund East,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3714,9000000,924,Thane West,2,1,1,1,1,0,1,1,1,1,0,1,1,1,1
