Date,Salinity (ppt),DissolvedOxygen (mg/L),pH,SecchiDepth (m),WaterDepth (m),WaterTemp (C),AirTemp (C)
2003-11-06,1.0,6.5,6.5,0.75,0.75,23.0,24.61111111
2003-11-06,1.0,,7.0,0.3,0.3,24.0,24.44444444
2003-11-06,1.0,4.7,7.0,0.15,0.15,25.0,24.44444444
2003-11-06,0.0,2.9,6.5,0.1,0.8,24.0,24.44444444
2003-11-20,,7.6,7.5,0.2,0.2,,13.33333333
2003-11-20,3.0,8.8,6.5,0.4,0.6,14.0,13.33333333
2003-11-20,1.0,,7.5,0.5,0.7,14.0,13.33333333
2003-11-20,1.0,,8.0,0.2,0.2,13.5,13.33333333
2003-11-20,1.0,6.5,6.5,1.2,1.4,14.5,13.33333333
2003-12-01,1.0,,7.5,0.25,0.25,13.0,15.0
2003-12-01,1.0,,6.0,1.5,1.5,11.0,15.0
2003-12-01,1.0,8.8,7.5,0.75,0.2,12.0,14.44444444
2003-12-01,3.0,8.7,6.5,0.2,0.75,11.0,14.44444444
2003-12-01,1.0,8.1,7.0,0.45,0.8,,15.0
2003-12-15,2.0,,7.0,0.7,0.95,9.0,8.888888889
2003-12-15,2.0,7.1,6.0,1.5,1.7,12.0,8.888888889
2003-12-15,,6.8,7.0,0.5,0.5,8.0,8.888888889
2003-12-15,2.0,,7.0,0.3,0.3,9.0,8.888888889
2003-12-15,2.0,6.9,6.0,0.4,0.7,8.0,8.333333333
2004-01-04,1.0,8.5,7.0,0.2,0.2,4.0,0.555555556
2004-01-04,1.0,,7.0,0.5,0.5,5.0,0.555555556
2004-01-04,1.0,,6.5,1.1,1.1,5.0,0.555555556
2004-01-04,1.0,8.5,7.0,0.65,1.05,5.0,0.555555556
2004-01-09,1.0,8.2,6.5,0.4,0.4,6.0,0.555555556
2004-01-20,2.0,,8.0,0.2,0.2,3.0,4.444444444
2004-01-20,2.0,10.0,,0.5,0.5,3.0,4.444444444
2004-01-20,0.0,10.0,6.5,1.4,1.4,4.0,4.444444444
2004-01-20,2.0,,7.0,0.6,0.9,4.0,4.444444444
2004-01-20,1.0,9.5,6.5,0.2,0.3,7.0,4.444444444
2004-02-05,1.0,6.6,7.0,0.25,0.25,5.0,6.111111111
2004-02-05,1.0,7.0,7.0,0.8,1.1,60.0,6.111111111
2004-02-05,1.0,,7.0,0.6,0.6,7.0,6.111111111
2004-02-05,1.0,,6.0,1.5,1.5,5.0,6.111111111
2004-02-05,0.0,5.9,6.5,0.2,0.25,15.5,6.111111111
2004-02-19,1.0,,7.0,0.3,0.3,6.5,-11.94444444
2004-02-19,1.0,7.5,7.0,0.1,0.1,6.0,2.777777778
2004-02-19,1.0,,7.0,0.7,1.2,8.0,-9.722222222
2004-02-19,1.0,9.1,7.0,0.5,0.6,6.0,-11.38888889
2004-02-19,1.0,10.1,6.5,1.5,1.5,6.0,2.777777778
2004-03-04,1.0,3.7,6.5,0.1,0.5,15.0,17.77777778
2004-03-04,0.0,,7.0,0.6,0.6,17.0,-5.555555556
2004-03-04,0.0,5.4,7.0,0.2,0.2,16.0,18.33333333
2004-03-04,0.0,7.5,7.0,1.0,1.2,16.0,17.77777778
2004-03-04,0.0,,6.5,1.2,1.2,18.0,-6.111111111
2004-03-18,1.0,6.7,7.0,0.6,0.6,10.0,7.222222222
2004-03-18,1.0,,7.0,0.3,0.3,9.0,6.111111111
2004-03-18,1.0,,7.0,1.0,1.2,10.0,4.444444444
2004-03-18,1.0,8.4,6.5,1.0,1.5,,6.666666667
2004-03-18,0.0,7.7,6.5,0.2,0.45,9.0,6.277777778
2004-04-01,0.0,7.6,7.0,0.1,0.1,14.0,11.38888889
2004-04-01,0.0,6.7,7.0,0.6,1.0,13.0,12.22222222
2004-04-01,1.0,,6.5,1.0,1.6,12.0,12.77777778
2004-04-01,1.0,,7.0,0.6,0.6,12.0,12.77777778
2004-04-01,1.0,7.2,8.0,0.3,0.3,13.0,12.22222222
2004-04-16,1.0,7.4,7.5,0.4,0.4,14.0,11.11111111
2004-04-16,1.0,5.7,6.5,0.2,0.5,13.0,11.11111111
2004-04-16,1.0,,7.0,0.8,0.9,,11.66666667
2004-04-16,1.0,5.8,6.5,0.9,1.5,14.0,11.11111111
2004-04-16,1.0,,8.0,0.2,0.2,13.0,11.66666667
2004-04-29,0.0,4.9,6.5,1.1,1.35,19.0,16.66666667
2004-04-29,0.0,7.1,6.5,0.35,0.45,16.0,16.66666667
2004-04-29,0.0,,7.5,0.7,0.7,22.0,17.77777778
2004-04-29,0.0,,8.5,0.1,0.1,22.0,17.22222222
2004-04-29,0.0,2.8,7.0,0.3,0.3,,17.22222222
2004-05-13,0.0,3.9,6.0,0.7,0.8,26.0,25.0
2004-05-13,0.0,,7.0,1.0,1.4,28.0,25.55555556
2004-05-13,0.0,3.1,9.0,0.2,0.2,28.0,-3.333333333
2004-05-13,0.0,5.6,6.5,0.4,0.75,,24.22222222
2004-05-13,2.0,,7.0,0.4,0.4,27.0,25.55555556
2004-06-03,0.0,,6.5,,,26.0,27.22222222
2004-06-03,0.0,4.2,7.5,0.3,0.3,26.0,26.66666667
2004-06-03,0.0,4.8,6.5,0.5,0.7,26.0,25.0
2004-06-03,0.0,,8.0,0.1,0.1,27.0,26.66666667
2004-06-03,0.0,4.5,6.5,0.7,1.3,26.0,25.55555556
2004-06-17,0.0,,7.0,0.4,0.4,25.0,26.11111111
2004-06-17,0.0,2.9,6.5,0.5,0.5,26.0,25.0
2004-06-17,0.0,,7.0,0.1,0.1,26.0,25.55555556
2004-06-17,0.0,3.3,6.5,0.5,0.8,25.0,25.0
2004-06-17,0.0,,6.5,0.6,1.5,,26.66666667
2004-07-08,0.0,2.6,6.5,0.6,1.65,29.0,25.55555556
2004-07-08,0.0,3.0,7.5,0.5,0.5,29.0,26.66666667
2004-07-08,1.0,4.7,6.5,0.5,0.6,27.0,25.0
2004-07-08,0.0,,6.5,1.0,1.0,29.0,26.66666667
2004-07-08,0.0,,7.0,0.2,0.2,29.0,26.66666667
2004-07-22,0.0,3.1,8.0,0.1,0.1,28.5,27.22222222
2004-07-22,0.0,,7.0,0.55,0.55,30.0,27.22222222
2004-07-22,2.0,3.1,6.5,0.5,0.55,27.0,26.11111111
2004-07-22,0.0,,6.5,0.5,1.5,30.0,27.77777778
2004-08-05,0.0,3.1,6.5,0.5,1.6,28.0,27.77777778
2004-08-05,0.0,3.15,6.5,0.55,0.6,27.0,27.5
2004-08-05,0.0,,7.0,0.25,0.25,32.0,28.33333333
2004-08-05,0.0,,6.5,0.95,1.15,30.0,28.33333333
2004-08-05,0.0,2.9,6.5,0.6,0.6,29.0,28.33333333
2004-08-19,0.0,,6.5,0.8,1.5,29.0,28.33333333
2004-08-19,0.0,2.8,6.5,0.2,0.2,28.0,27.77777778
2004-08-19,0.0,,6.5,0.7,0.7,28.0,27.77777778
2004-08-19,0.0,3.0,6.5,0.95,0.95,27.0,26.66666667
2004-08-19,0.0,4.75,6.5,0.4,0.8,26.0,26.61111111
2004-09-02,0.0,,6.5,0.8,0.8,26.0,26.66666667
2004-09-02,0.0,3.0,6.5,0.4,1.4,25.2,25.55555556
2004-09-02,0.0,,6.5,0.1,0.1,26.0,26.11111111
2004-09-02,0.0,3.6,7.0,0.3,0.3,,26.66666667
2004-09-02,0.0,5.2,6.5,0.4,0.6,24.0,25.55555556
2004-09-16,0.0,4.0,6.5,0.45,0.65,24.0,-1.666666667
2004-09-16,0.0,,7.0,0.25,0.25,27.0,-1.111111111
2004-09-16,0.0,,6.5,0.9,1.5,26.0,-1.111111111
2004-09-16,0.0,3.7,7.0,0.2,0.2,26.0,-1.666666667
2004-09-16,0.0,3.6,6.5,0.4,0.8,26.0,-1.666666667
2004-10-01,1.0,4.3,7.0,0.4,0.7,23.0,22.11111111
2004-10-01,1.0,,0.7,0.4,0.7,24.0,22.22222222
2004-10-01,0.0,6.4,6.5,0.6,1.5,24.0,22.22222222
2004-10-01,0.0,5.3,7.5,0.3,0.3,23.0,22.22222222
2004-10-01,0.0,,8.0,0.15,0.15,23.0,22.22222222
2004-10-21,1.0,,6.5,1.0,1.5,16.0,17.22222222
2004-10-21,1.0,5.8,6.5,0.6,0.7,18.0,17.22222222
2004-10-21,2.0,4.5,7.0,0.3,0.3,17.0,17.22222222
2004-10-21,2.0,,7.0,0.5,0.5,17.0,17.22222222
2004-10-21,1.0,3.3,6.5,0.8,0.8,17.0,17.22222222
2004-11-05,0.0,5.5,6.5,1.2,1.4,,13.88888889
2004-11-05,0.0,,7.0,0.25,0.25,15.0,14.44444444
2004-11-05,1.0,5.9,6.5,0.5,0.6,14.0,13.88888889
2004-11-05,0.0,,7.0,0.7,0.8,16.0,13.88888889
2004-11-05,0.0,6.2,7.0,0.5,0.5,15.0,13.88888889
2004-11-18,0.0,5.9,6.5,0.5,0.5,11.0,10.55555556
2004-11-18,0.0,5.3,7.0,0.2,0.2,11.0,-17.77777778
2004-11-18,0.0,8.0,7.0,0.6,0.6,10.0,10.55555556
2004-11-18,0.0,,7.0,0.5,0.5,11.0,11.66666667
2004-11-18,0.0,,6.5,1.4,1.4,12.0,11.66666667
2004-12-02,1.0,4.2,7.0,0.5,0.5,12.0,12.77777778
2004-12-02,0.0,6.3,6.5,0.4,0.65,11.0,12.0
2004-12-02,1.0,,7.5,0.2,0.2,13.0,12.77777778
2004-12-02,0.0,,7.0,1.6,1.8,13.0,13.33333333
2004-12-02,0.0,7.25,6.5,1.5,1.5,12.0,12.22222222
2004-12-16,2.0,5.2,6.5,0.3,0.3,4.0,0.555555556
2004-12-16,3.0,,7.0,0.5,0.5,4.0,1.666666667
2004-12-16,,3.0,6.5,1.5,1.5,5.0,1.666666667
2004-12-16,4.0,5.7,7.5,0.2,0.2,4.0,1.666666667
2004-12-16,2.0,6.3,7.0,0.9,1.0,5.0,1.111111111
2005-01-06,0.0,,7.0,0.2,0.2,13.0,15.0
2005-01-06,0.0,,6.5,1.0,1.0,12.0,15.0
2005-01-06,0.0,7.6,6.5,1.4,1.4,13.0,14.44444444
2005-01-06,1.0,4.3,7.0,0.4,0.4,13.0,14.44444444
2005-01-06,1.0,5.9,6.0,0.4,0.5,12.0,14.27777778
2005-02-03,0.0,,6.5,1.1,1.45,7.2,3.333333333
2005-02-03,0.0,,7.0,0.6,0.6,4.5,3.333333333
2005-02-03,0.0,6.7,7.0,0.3,0.3,34.5,3.333333333
2005-02-03,0.0,7.3,6.5,0.15,0.15,6.0,3.0
2005-02-03,0.0,5.5,7.0,0.8,0.8,5.0,3.333333333
2005-02-17,2.0,,7.0,,,10.0,7.222222222
2005-02-17,0.0,6.6,6.5,1.3,1.5,10.0,6.666666667
2005-02-17,1.0,5.3,7.0,0.6,0.6,12.0,7.222222222
2005-02-17,2.0,,7.0,1.0,1.0,10.0,7.222222222
2005-02-17,0.0,6.3,6.5,0.3,0.5,9.0,6.666666667
2005-03-03,2.0,,7.0,0.6,0.6,5.0,1.111111111
2005-03-03,1.0,,6.5,1.5,1.6,6.0,1.666666667
2005-03-03,1.0,,6.5,0.2,0.45,5.0,-17.77777778
2005-03-03,2.0,5.3,7.0,0.3,0.3,5.0,1.111111111
2005-03-03,1.0,6.2,7.0,1.1,1.1,5.0,1.111111111
2005-03-10,2.0,,7.5,0.4,0.4,7.0,7.222222222
2005-03-10,1.0,6.9,7.0,0.7,0.7,6.0,7.222222222
2005-03-10,1.0,7.4,6.0,0.2,0.4,6.0,6.666666667
2005-03-10,1.0,7.7,6.5,1.2,1.4,6.0,6.666666667
2005-03-10,1.0,,7.0,0.7,0.7,0.7,7.222222222
2005-04-21,0.0,,8.0,0.6,0.6,21.0,21.66666667
2005-04-21,0.0,3.3,7.0,0.3,0.9,19.0,21.11111111
2005-04-21,0.0,5.2,6.0,0.2,0.5,19.0,21.11111111
2005-04-21,0.0,5.4,8.5,0.2,0.2,20.0,21.66666667
2005-04-21,0.0,,6.5,1.1,1.4,21.0,22.22222222
2005-05-05,0.0,6.9,6.5,0.4,0.4,15.0,14.44444444
2005-05-05,0.0,,8.0,0.1,0.1,17.0,12.22222222
2005-05-05,0.0,,7.0,0.6,0.6,17.0,12.22222222
2005-05-05,0.0,4.8,8.0,0.6,0.6,,14.44444444
2005-05-05,0.0,5.2,6.5,1.0,1.4,17.0,14.44444444
2005-05-24,0.0,6.3,6.5,0.4,0.6,20.0,16.11111111
2005-05-24,0.0,,7.5,0.7,0.7,21.0,16.66666667
2005-05-24,0.0,6.0,9.0,0.1,0.1,20.0,16.66666667
2005-05-24,0.0,4.7,7.0,0.6,0.75,20.0,16.66666667
2005-05-24,0.0,,6.5,0.8,1.5,,16.66666667
2005-06-03,0.0,6.6,6.5,0.6,0.7,18.0,17.22222222
2005-06-03,0.0,5.0,6.5,1.0,1.5,18.0,17.22222222
2005-06-03,0.0,4.4,8.0,0.7,0.7,18.0,17.77777778
2005-06-16,,5.4,7.0,0.55,0.65,30.0,30.77777778
2005-06-16,0.0,,9.0,0.95,,35.0,31.66666667
2005-06-16,0.0,4.3,6.5,0.8,1.4,34.0,31.11111111
2005-06-16,0.0,,8.0,0.7,0.85,31.0,31.11111111
2005-06-16,0.0,4.8,8.5,0.6,0.6,34.0,31.11111111
2005-07-01,0.0,4.3,6.5,0.07,0.07,27.0,-17.77777778
2005-07-01,0.0,2.7,6.5,0.9,1.3,30.0,-17.77777778
2005-07-01,0.0,,7.0,0.8,0.8,30.0,-17.77777778
2005-07-01,0.0,5.1,8.5,0.6,0.6,31.0,-17.77777778
2005-07-01,0.0,,8.0,0.3,0.3,30.0,-17.77777778
2005-07-14,0.0,,6.5,0.6,0.6,32.0,-17.77777778
2005-07-14,0.0,2.2,6.0,0.8,0.8,28.0,-17.77777778
2005-07-14,0.0,3.6,6.0,0.6,0.7,25.0,-2.777777778
2005-07-14,0.0,,7.5,0.9,1.3,30.0,-17.77777778
2005-07-14,0.0,3.5,6.0,0.1,0.1,28.0,-17.77777778
2005-07-21,0.0,5.7,6.0,0.6,0.6,28.0,28.33333333
2005-07-21,0.0,4.3,6.5,0.7,1.5,32.0,28.33333333
2005-08-11,0.0,5.2,7.5,0.1,0.1,32.0,30.0
2005-08-11,0.0,,7.0,1.0,1.4,32.0,30.0
2005-08-11,0.0,3.7,6.5,0.6,0.6,27.0,29.44444444
2005-08-11,0.0,2.9,6.5,0.4,0.8,31.0,29.44444444
2005-08-11,0.0,,7.0,0.6,0.6,31.0,30.0
2005-08-24,0.0,,7.0,0.5,0.7,27.0,22.77777778
2005-08-24,0.0,2.5,,0.7,1.5,27.0,22.77777778
2005-08-24,0.0,4.9,6.0,0.45,0.45,25.0,22.77777778
2005-08-24,0.0,3.6,7.0,0.3,0.3,25.0,22.77777778
2005-08-24,0.0,,7.5,0.2,0.2,27.0,22.77777778
2005-09-08,0.0,2.4,7.0,0.1,0.1,26.0,23.33333333
2005-09-08,0.0,,8.0,0.1,0.1,25.0,23.33333333
2005-09-08,0.0,4.2,7.0,0.3,0.5,,22.77777778
2005-09-08,0.0,,6.5,0.9,1.4,24.0,23.33333333
2005-09-08,0.0,5.0,6.5,0.1,0.1,74.0,24.44444444
2005-09-22,0.0,,6.5,0.1,0.1,27.0,25.55555556
2005-09-22,0.0,3.9,6.5,0.7,1.0,26.0,25.55555556
2005-09-22,0.0,,6.5,0.3,0.5,26.0,26.11111111
2005-09-22,0.0,2.6,6.5,0.2,0.2,25.0,25.55555556
2005-09-22,0.0,4.3,6.0,0.5,0.7,25.0,25.55555556
2005-10-07,0.0,,6.5,,,25.0,25.0
2005-10-07,0.0,,6.5,0.7,1.1,25.0,25.0
2005-10-07,0.0,3.4,6.5,0.6,0.8,24.0,25.0
2005-10-07,0.0,5.3,6.5,0.6,0.7,24.0,22.22222222
2005-10-07,0.0,4.5,7.0,0.1,0.1,25.0,25.0
2005-10-27,0.0,6.2,6.5,0.5,0.5,16.0,10.55555556
2005-10-27,0.0,,6.5,0.1,0.1,14.0,11.66666667
2005-10-27,0.0,5.9,6.5,1.0,1.4,14.0,10.55555556
2005-10-27,0.0,5.0,7.0,0.35,0.35,14.0,-17.77777778
2005-10-27,0.0,,6.5,0.6,0.6,9.0,11.66666667
2005-11-03,0.0,5.7,6.5,0.5,0.5,14.0,13.88888889
2005-11-03,0.0,,6.0,1.4,1.4,16.0,15.55555556
2005-11-03,0.0,,7.5,0.3,0.3,16.0,15.55555556
2005-11-03,0.0,5.7,6.5,0.15,0.15,13.0,15.0
2005-11-03,0.0,,7.0,0.8,0.8,14.0,15.0
2005-11-10,0.0,5.9,6.5,0.9,1.3,17.0,15.0
2005-11-10,0.0,5.0,7.0,0.3,0.3,17.0,15.0
2005-11-10,0.0,6.6,6.5,0.5,0.7,18.0,15.0
2005-11-10,0.0,,6.5,0.2,0.2,17.0,15.0
2005-11-10,0.0,,6.5,0.9,0.9,17.0,15.0
2005-12-01,0.0,7.2,6.5,0.45,0.45,11.0,6.111111111
2005-12-01,0.0,,6.5,1.3,1.3,11.0,7.222222222
2005-12-01,0.0,6.1,7.0,0.5,0.5,13.0,7.222222222
2005-12-01,0.0,,7.0,0.4,0.4,12.0,7.777777778
2005-12-01,0.0,7.0,6.5,0.9,0.9,10.0,7.222222222
2005-12-15,0.0,10.0,6.5,0.8,0.9,5.0,7.777777778
2005-12-15,0.0,7.6,6.5,0.2,0.2,6.0,7.777777778
2006-01-03,0.0,5.9,7.0,0.5,0.5,10.0,8.888888889
2006-01-03,0.0,8.1,6.5,1.2,1.6,9.0,8.888888889
2006-01-03,0.0,0.8,6.0,0.6,0.6,9.0,-17.77777778
2006-01-03,0.0,,6.0,0.7,0.9,11.0,8.888888889
2006-01-03,0.0,,7.0,0.3,0.3,11.0,8.888888889
2006-01-19,0.0,7.7,6.5,1.1,1.1,9.0,7.777777778
2006-01-19,0.0,,6.5,1.4,1.4,10.0,8.333333333
2006-01-19,0.0,,7.0,0.5,0.5,10.0,8.333333333
2006-01-19,0.0,5.7,7.0,0.2,0.2,8.0,7.777777778
2006-01-19,0.0,7.5,6.5,0.3,0.7,9.0,7.222222222
2006-02-02,0.0,8.2,,1.4,1.4,9.0,12.0
2006-02-02,0.0,8.8,7.0,0.5,0.5,9.0,12.22222222
2006-02-02,0.0,,7.0,0.2,0.2,9.0,12.22222222
2006-02-02,0.0,7.8,6.5,0.5,0.5,7.0,11.0
2006-02-02,0.0,,6.5,1.15,1.15,9.0,11.11111111
2006-02-09,0.0,8.6,7.0,1.0,1.1,7.0,4.0
2006-02-09,0.0,8.5,7.0,0.2,0.2,,4.0
2006-02-09,,,6.5,1.5,1.5,7.0,5.0
2006-02-09,0.0,,7.0,0.6,0.6,7.0,4.0
2006-02-09,0.0,8.7,6.5,0.4,0.4,7.0,-1.111111111
2006-03-09,0.0,8.7,6.5,1.4,1.4,10.0,13.33333333
2006-03-09,0.0,,7.0,1.1,1.1,10.0,14.0
2006-03-09,0.0,9.9,7.5,0.5,0.5,10.0,14.0
2006-03-09,1.0,9.7,6.5,0.2,0.4,10.0,15.0
2006-03-09,0.0,,7.0,0.3,0.3,11.0,14.0
2006-03-15,0.0,7.8,7.0,1.0,1.0,14.0,7.0
2006-03-15,0.0,7.5,7.0,0.2,0.6,11.0,8.888888889
2006-03-15,0.0,7.7,7.0,0.2,0.2,12.0,9.0
2006-03-15,0.0,,8.0,0.4,0.4,14.0,7.0
2006-03-15,0.0,,6.5,1.3,1.3,13.0,7.0
2006-04-06,0.0,6.2,6.5,1.2,1.4,15.0,15.0
2006-04-06,0.0,7.7,6.5,0.5,0.5,13.0,11.66666667
2006-04-06,0.0,,7.5,0.4,1.1,17.0,15.0
2006-04-06,0.0,8.2,8.0,0.4,0.4,14.0,15.0
2006-04-06,0.0,,8.0,0.25,0.25,17.0,15.0
2006-04-12,0.0,,6.5,1.1,1.3,18.0,17.0
2006-04-21,1.0,6.9,6.5,0.3,0.5,17.0,17.0
2006-04-21,0.0,8.0,7.0,0.2,0.2,18.0,17.0
2006-04-21,0.0,,7.0,0.6,1.0,19.0,17.0
2006-04-21,0.0,,7.0,0.3,0.3,18.0,17.0
2006-05-05,0.0,,9.0,0.1,0.1,21.0,16.0
2006-05-05,0.0,,7.0,0.9,0.9,21.0,16.0
2006-05-05,0.0,9.0,8.5,0.1,0.3,19.0,16.0
2006-05-05,0.0,6.6,6.5,1.4,1.4,19.0,16.0
2006-05-05,0.0,7.4,6.5,0.1,0.1,19.0,16.0
2006-05-17,0.0,,8.0,,,23.0,21.66666667
2006-05-17,0.0,,6.5,0.8,0.8,22.0,21.66666667
2006-05-17,0.0,,6.5,1.2,1.5,21.0,21.66666667
2006-05-17,0.0,,6.0,0.2,0.2,22.0,21.66666667
2006-05-17,0.0,7.3,6.5,0.5,0.8,20.0,22.0
2006-06-01,0.0,4.4,7.0,0.1,0.1,26.0,25.0
2006-06-01,0.0,6.1,6.5,0.5,0.65,25.0,25.0
2006-06-01,0.0,5.0,7.0,0.7,0.7,20.0,25.0
2006-06-01,0.0,,6.5,1.1,1.3,28.0,25.0
2006-06-01,0.0,,9.5,0.2,0.2,29.0,25.0
2006-06-16,0.0,,7.0,0.5,0.5,22.0,20.0
2006-06-16,0.0,3.8,6.0,0.4,0.4,23.0,20.0
2006-06-16,0.0,6.8,6.5,0.5,0.7,22.0,20.0
2006-07-06,0.0,6.0,6.5,0.4,0.8,27.0,23.0
2006-07-06,0.0,,7.0,0.4,0.4,28.0,23.0
2006-07-06,0.0,3.6,6.5,0.9,1.0,28.0,23.0
2006-07-06,0.0,,6.5,0.5,1.5,28.0,23.0
2006-07-06,0.0,4.7,6.5,0.2,0.2,27.0,23.0
2006-07-18,0.0,5.3,6.0,2.0,5.0,27.0,22.77777778
2006-07-18,0.0,2.7,6.5,0.2,0.2,26.0,22.77777778
2006-07-18,0.0,,7.0,0.8,0.8,31.0,22.77777778
2006-07-18,0.0,2.7,6.5,0.15,0.2,29.0,-17.77777778
2006-07-18,0.0,,6.5,0.2,0.2,20.0,22.22222222
2006-07-27,0.0,,6.5,0.6,1.6,30.0,26.11111111
2006-07-27,0.0,6.9,6.0,0.4,0.6,28.0,26.0
2006-07-27,0.0,,7.0,0.3,0.3,29.0,26.11111111
2006-07-27,0.0,2.9,6.5,0.2,0.2,29.0,26.11111111
2006-07-27,0.0,2.0,6.5,,,28.0,26.11111111
2006-08-17,0.0,3.9,5.0,0.65,1.3,25.0,26.11111111
2006-08-17,0.0,,6.5,0.5,0.6,26.0,26.66666667
2006-08-17,0.0,7.2,7.0,0.4,0.55,25.0,26.11111111
2006-08-17,0.0,6.8,6.5,0.2,0.2,28.0,26.66666667
2006-08-17,0.0,,9.0,0.1,0.1,30.0,26.66666667
2006-09-07,0.0,,6.5,0.7,0.7,24.0,21.66666667
2006-09-07,0.0,6.3,7.0,0.45,0.9,23.0,21.11111111
2006-09-07,0.0,3.7,6.5,,,24.0,21.11111111
2006-09-07,0.0,,6.0,0.7,1.65,24.0,21.66666667
2006-09-07,0.0,3.5,6.5,0.2,0.2,25.0,21.11111111
2006-09-21,0.0,,6.5,0.6,0.9,21.0,18.88888889
2006-09-21,0.0,5.8,6.5,0.9,1.5,20.0,18.88888889
2006-09-21,0.0,,6.5,0.2,0.2,18.0,18.88888889
2006-09-21,0.0,5.2,6.5,0.4,0.4,20.0,18.88888889
2006-09-21,0.0,6.3,7.0,0.5,0.7,19.0,18.33333333
2006-10-05,0.0,8.2,7.0,0.4,0.4,23.0,22.77777778
2006-10-05,0.0,,6.5,1.0,1.4,22.0,22.77777778
2006-10-05,0.0,,6.5,0.1,0.1,25.0,23.33333333
2006-10-05,0.0,6.3,,0.8,0.8,23.0,23.33333333
2006-10-05,0.0,7.0,7.0,0.4,0.7,22.0,22.77777778
2006-10-19,8.0,0.1,7.0,0.4,0.7,18.0,18.33333333
2006-10-19,0.0,5.3,6.5,0.2,0.6,20.0,19.44444444
2006-10-19,0.0,,7.0,0.8,0.8,21.0,19.44444444
2006-10-19,0.0,3.2,,0.2,0.2,,19.44444444
2006-10-19,0.0,,7.5,0.3,0.3,22.0,19.44444444
2006-11-06,0.0,5.9,6.5,1.3,1.3,13.0,15.55555556
2006-11-06,0.0,7.6,6.5,0.3,0.3,11.0,15.55555556
2006-11-06,0.0,4.9,6.5,0.1,0.1,17.0,16.11111111
2006-11-06,0.0,,6.5,0.6,0.6,15.0,16.11111111
2006-11-06,0.0,,7.0,0.2,0.2,19.0,16.66666667
2006-11-16,0.0,,6.5,1.0,1.5,17.0,18.33333333
2006-11-16,0.0,7.7,6.5,0.6,0.9,18.0,18.33333333
2006-11-16,0.0,,6.5,1.0,1.0,18.0,18.33333333
2006-11-16,0.0,6.0,6.5,0.6,0.95,17.0,18.33333333
2006-11-16,0.0,6.8,6.5,0.3,0.3,18.0,18.33333333
2006-11-30,0.0,6.7,6.5,1.2,1.5,14.5,18.33333333
2006-11-30,0.0,,6.5,0.6,0.9,15.0,18.33333333
2006-11-30,0.0,6.3,6.5,0.5,0.7,14.0,18.33333333
2006-11-30,0.0,,7.0,0.2,0.2,16.0,18.33333333
2006-11-30,0.0,6.9,6.5,0.1,0.1,14.0,18.33333333
2006-12-14,0.0,7.7,6.0,0.1,0.2,15.0,14.44444444
2006-12-14,0.0,,8.0,0.2,0.2,13.0,14.44444444
2006-12-14,0.0,,6.5,1.4,1.4,13.0,14.44444444
2006-12-14,0.0,8.0,6.5,0.4,0.4,13.0,10.0
2006-12-14,0.0,7.8,,0.65,0.75,13.0,14.44444444
2007-01-04,0.0,7.6,5.0,1.2,1.6,54.0,-11.11111111
2007-01-04,0.0,9.0,6.5,0.6,0.6,12.0,12.22222222
2007-01-04,0.0,,7.0,0.2,0.2,13.0,13.33333333
2007-01-04,0.0,,6.5,0.6,0.9,14.0,13.33333333
2007-01-18,0.0,9.8,7.0,0.7,0.7,7.0,8.333333333
2007-01-18,0.0,,6.0,0.9,0.9,7.0,13.88888889
2007-01-18,0.0,6.8,7.0,0.3,0.3,6.0,8.333333333
2007-01-18,0.0,10.1,6.5,0.2,0.2,6.0,8.333333333
2007-02-02,0.0,10.0,6.5,2.0,2.0,5.0,6.111111111
2007-02-02,0.0,8.1,6.5,0.45,0.45,5.0,5.555555556
2007-02-02,0.0,9.3,8.0,0.2,0.2,5.0,6.111111111
2007-02-02,0.0,,7.0,0.3,0.3,5.0,6.111111111
2007-02-02,0.0,,7.0,0.7,0.7,5.0,6.111111111
2007-02-15,0.0,,6.5,1.9,1.9,4.0,-3.333333333
2007-02-15,0.0,8.8,7.0,1.0,1.0,5.0,-3.333333333
2007-02-15,0.0,,7.0,0.5,0.5,4.0,-3.333333333
2007-02-15,0.0,9.3,6.5,0.3,0.3,3.0,-3.333333333
2007-02-15,0.0,10.0,6.5,0.2,0.2,2.0,-3.333333333
2007-03-01,,8.8,6.0,1.4,1.4,10.0,10.0
2007-03-01,,7.7,7.0,0.4,0.4,,8.888888889
2007-03-01,,,6.5,0.3,0.3,10.0,8.888888889
2007-03-01,,7.2,6.5,0.3,0.4,9.0,8.888888889
2007-03-01,,,7.0,0.8,0.9,11.0,8.888888889
2007-03-21,0.0,8.7,6.5,0.3,0.37,11.0,10.55555556
2007-03-21,0.0,9.4,6.5,0.15,0.15,14.0,10.55555556
2007-03-21,0.0,,7.0,0.5,0.5,15.0,11.11111111
2007-04-06,0.0,,7.0,0.6,0.9,15.0,8.333333333
2007-04-06,0.0,,7.0,0.3,0.3,13.0,8.333333333
2007-04-06,0.0,7.1,6.0,1.0,1.3,14.0,7.777777778
2007-04-06,0.0,8.4,7.0,0.4,0.4,15.0,8.333333333
2007-04-06,0.0,9.9,6.5,0.4,0.45,11.0,7.777777778
2007-04-19,0.0,,6.5,1.0,1.3,12.0,11.11111111
2007-04-19,0.0,,7.0,0.7,0.8,13.0,11.11111111
